chrom,start,end,strand,gene_id,gene_name,utr_id
14,47333270,47333931,+,ENSMUSG00000021838,Samd4,5
14,47338588,47343572,+,ENSMUSG00000021838,Samd4,6
14,47391052,47393554,-,ENSMUSG00000037580,Gch1,1
14,47395522,47399629,-,ENSMUSG00000037580,Gch1,2
14,47478101,47479569,-,ENSMUSG00000037572,Wdhd1,1
14,47488004,47488648,-,ENSMUSG00000037572,Wdhd1,2
14,47494836,47496236,-,ENSMUSG00000037572,Wdhd1,3
14,47509626,47510674,-,ENSMUSG00000037572,Wdhd1,4
14,47526954,47533859,+,ENSMUSG00000048379,Socs4,1
14,47535423,47539127,+,ENSMUSG00000021840,Mapk1ip1l,1
14,47547572,47548571,+,ENSMUSG00000021840,Mapk1ip1l,2
14,47550936,47551915,+,ENSMUSG00000021840,Mapk1ip1l,3
14,47556581,47560961,+,ENSMUSG00000021840,Mapk1ip1l,4
14,47617210,47618074,+,ENSMUSG00000050335,Lgals3,1
14,47618753,47619385,+,ENSMUSG00000050335,Lgals3,2
14,47622838,47623917,+,ENSMUSG00000050335,Lgals3,3
14,47624936,47629536,-,ENSMUSG00000037544,Dlgap5,1
14,47631133,47633503,-,ENSMUSG00000037544,Dlgap5,2
14,47635654,47636267,-,ENSMUSG00000037544,Dlgap5,3
14,47642650,47643658,-,ENSMUSG00000037544,Dlgap5,4
14,47650748,47652107,-,ENSMUSG00000037544,Dlgap5,5
14,47742155,47742889,+,ENSMUSG00000037536,Fbxo34,1
14,47744422,47745203,+,ENSMUSG00000037536,Fbxo34,2
14,47746214,47746986,+,ENSMUSG00000037536,Fbxo34,3
14,47763362,47764071,+,ENSMUSG00000037536,Fbxo34,4
14,47766332,47769719,+,ENSMUSG00000037536,Fbxo34,5
14,47778050,47780593,-,ENSMUSG00000037526,Atg14,1
14,47795895,47796971,-,ENSMUSG00000037526,Atg14,2
14,47802521,47803277,-,ENSMUSG00000037526,Atg14,3
14,47900913,47902072,+,ENSMUSG00000021843,Ktn1,1
14,47904466,47905190,+,ENSMUSG00000021843,Ktn1,2
14,47907282,47908055,+,ENSMUSG00000021843,Ktn1,3
14,47910097,47910827,+,ENSMUSG00000021843,Ktn1,4
14,47911907,47912623,+,ENSMUSG00000021843,Ktn1,5
14,47913842,47914582,+,ENSMUSG00000021843,Ktn1,6
14,47920540,47921246,+,ENSMUSG00000021843,Ktn1,7
14,47921878,47922610,+,ENSMUSG00000021843,Ktn1,8
14,47923413,47924100,+,ENSMUSG00000021843,Ktn1,9
14,47927106,47928734,+,ENSMUSG00000021843,Ktn1,10
14,47929596,47933328,+,ENSMUSG00000021843,Ktn1,11
14,47937777,47939500,+,ENSMUSG00000021843,Ktn1,12
14,47940286,47942245,+,ENSMUSG00000021843,Ktn1,13
14,47942920,47945036,+,ENSMUSG00000021843,Ktn1,14
14,47945959,47946649,+,ENSMUSG00000021843,Ktn1,15
14,47947999,47948658,+,ENSMUSG00000021843,Ktn1,16
14,47949631,47950265,+,ENSMUSG00000021843,Ktn1,17
14,47951789,47953233,+,ENSMUSG00000021843,Ktn1,18
14,47957353,47958042,+,ENSMUSG00000021843,Ktn1,19
14,47961127,47964066,+,ENSMUSG00000021843,Ktn1,20
14,47967497,47968180,+,ENSMUSG00000021843,Ktn1,21
14,47970384,47977651,+,ENSMUSG00000021843,Ktn1,22
14,48416559,48417775,+,ENSMUSG00000021846,Peli2,1
14,48464495,48466170,+,ENSMUSG00000021846,Peli2,2
14,48477367,48478069,+,ENSMUSG00000021846,Peli2,3
14,48487667,48488461,+,ENSMUSG00000021846,Peli2,4
14,48489734,48490522,+,ENSMUSG00000021846,Peli2,5
14,48493173,48498645,+,ENSMUSG00000021846,Peli2,6
14,48518632,48519332,+,ENSMUSG00000021846,Peli2,7
14,48684042,48686334,+,ENSMUSG00000036339,Tmem260,1
14,48690219,48693360,+,ENSMUSG00000036339,Tmem260,2
14,48711127,48711836,+,ENSMUSG00000036339,Tmem260,3
14,48714672,48715451,+,ENSMUSG00000036339,Tmem260,4
14,48716710,48721090,+,ENSMUSG00000036339,Tmem260,5
14,48722096,48722810,+,ENSMUSG00000036339,Tmem260,6
14,48723898,48724667,+,ENSMUSG00000036339,Tmem260,7
14,48733449,48734220,+,ENSMUSG00000036339,Tmem260,8
14,48737164,48739269,+,ENSMUSG00000036339,Tmem260,9
14,48742402,48746882,+,ENSMUSG00000036339,Tmem260,10
14,48749060,48753213,+,ENSMUSG00000036339,Tmem260,11
14,48757493,48762003,+,ENSMUSG00000036339,Tmem260,12
14,48894834,48897083,-,ENSMUSG00000021848,Otx2,1
14,48898515,48899207,-,ENSMUSG00000021848,Otx2,2
14,48903721,48905030,-,ENSMUSG00000021848,Otx2,3
14,49241247,49251917,-,ENSMUSG00000061244,Exoc5,1
14,49252628,49253389,-,ENSMUSG00000061244,Exoc5,2
14,49253910,49255317,-,ENSMUSG00000061244,Exoc5,3
14,49266734,49271175,-,ENSMUSG00000061244,Exoc5,4
14,49272004,49275535,-,ENSMUSG00000061244,Exoc5,5
14,49311159,49314450,+,ENSMUSG00000036291,Ap5m1,1
14,49315852,49316679,+,ENSMUSG00000036291,Ap5m1,2
14,49317393,49321712,+,ENSMUSG00000036291,Ap5m1,3
14,49323402,49328636,+,ENSMUSG00000036291,Ap5m1,4
14,49330990,49331991,+,ENSMUSG00000036291,Ap5m1,5
14,49417878,49418518,+,ENSMUSG00000036282,Naa30,1
14,49424707,49428788,+,ENSMUSG00000036282,Naa30,2
14,49456745,49457573,-,ENSMUSG00000021850,Ccdc198,1
14,49461239,49464558,-,ENSMUSG00000021850,Ccdc198,2
14,49469308,49470728,-,ENSMUSG00000021850,Ccdc198,3
14,49471620,49472321,-,ENSMUSG00000021850,Ccdc198,4
14,49473037,49473722,-,ENSMUSG00000021850,Ccdc198,5
14,49535676,49537030,-,ENSMUSG00000021852,Slc35f4,1
14,49540463,49541833,-,ENSMUSG00000021852,Slc35f4,2
14,49549248,49551220,-,ENSMUSG00000021852,Slc35f4,3
14,49554212,49556460,-,ENSMUSG00000021852,Slc35f4,4
14,49913109,49920104,-,ENSMUSG00000036242,Armh4,1
14,49966046,49967085,-,ENSMUSG00000036242,Armh4,2
14,50131415,50133008,-,ENSMUSG00000048933,Or4n5,1
14,50165720,50166369,-,ENSMUSG00000093825,Or4l1,1
14,50197180,50197897,-,ENSMUSG00000096254,Or4l15,1
14,50271471,50272192,-,ENSMUSG00000068437,Or4k15b,1
14,50320727,50322436,-,ENSMUSG00000060523,Or4k15c,1
14,50364711,50366503,+,ENSMUSG00000059488,Or4k15,1
14,50370915,50378394,-,ENSMUSG00000050030,Or4k1,1
14,50381888,50386629,-,ENSMUSG00000049011,Or4k5,1
14,50420453,50424975,-,ENSMUSG00000109835,Or4k2,1
14,50470688,50476640,-,ENSMUSG00000048080,Or4k6,1
14,50515630,50519081,-,ENSMUSG00000091873,Or4n4,1
14,50533048,50536137,-,ENSMUSG00000090874,Or4n4b,1
14,50553663,50557648,-,ENSMUSG00000045306,Or4m1,1
14,50579769,50584197,-,ENSMUSG00000046210,Or4q3,1
14,50600512,50601420,+,ENSMUSG00000051969,Tlr11,1
14,50629915,50631949,+,ENSMUSG00000047716,Or11j4,1
14,50650703,50653195,+,ENSMUSG00000094692,Or11g1,1
14,50661678,50665645,+,ENSMUSG00000057903,Or11g24,1
14,50690211,50694690,+,ENSMUSG00000095917,Or11g7,1
14,50722617,50726095,+,ENSMUSG00000095765,Or11g25,1
14,50753299,50754902,+,ENSMUSG00000068431,Or11g26,1
14,50770571,50772712,+,ENSMUSG00000094285,Or11g27,1
14,50856353,50857596,+,ENSMUSG00000053815,Or11g2,1
14,50879819,50881642,+,ENSMUSG00000050028,Or11h6,1
14,50890386,50891940,+,ENSMUSG00000058188,Or11h7,1
14,50917814,50919402,-,ENSMUSG00000057179,Or11h4b,1
14,50947489,50951554,+,ENSMUSG00000060084,Or11h23,1
14,50973328,50974930,-,ENSMUSG00000059069,Or11h4,1
14,51002572,51003779,-,ENSMUSG00000006288,Ttc5,1
14,51004300,51004990,-,ENSMUSG00000006288,Ttc5,2
14,51009444,51011090,-,ENSMUSG00000006288,Ttc5,3
14,51012448,51015725,-,ENSMUSG00000006288,Ttc5,4
14,51026405,51027569,-,ENSMUSG00000071470,Ccnb1ip1,1
14,51030962,51031631,-,ENSMUSG00000071470,Ccnb1ip1,2
14,51047657,51048327,+,ENSMUSG00000036023,Parp2,1
14,51052027,51055227,+,ENSMUSG00000036023,Parp2,2
14,51056367,51059058,+,ENSMUSG00000036023,Parp2,3
14,51061216,51062918,-,ENSMUSG00000006281,Tep1,1
14,51063970,51064956,-,ENSMUSG00000006281,Tep1,2
14,51066062,51071834,-,ENSMUSG00000006281,Tep1,3
14,51073149,51076943,-,ENSMUSG00000006281,Tep1,4
14,51077739,51079754,-,ENSMUSG00000006281,Tep1,5
14,51080334,51082033,-,ENSMUSG00000006281,Tep1,6
14,51088959,51089756,-,ENSMUSG00000006281,Tep1,7
14,51125739,51129698,-,ENSMUSG00000090799,Klhl33,1
14,51132818,51135236,-,ENSMUSG00000090799,Klhl33,2
14,51143635,51145114,-,ENSMUSG00000006289,Osgep,1
14,51150751,51155688,-,ENSMUSG00000006289,Osgep,2
14,51156773,51157568,-,ENSMUSG00000006289,Osgep,3
14,51163613,51164896,+,ENSMUSG00000035960,Apex1,1
14,51163225,51167447,-,ENSMUSG00000035953,Pip4p1,1
14,51185009,51186465,+,ENSMUSG00000115338,Pnp,1
14,51187700,51191169,+,ENSMUSG00000115338,Pnp,2
14,51200262,51200893,+,ENSMUSG00000021871,Gm49342,1
14,51200547,51202506,+,ENSMUSG00000068417,Pnp2,1
14,51247062,51248515,+,ENSMUSG00000021872,Rnase10,1
14,51275616,51276721,-,ENSMUSG00000052382,Rnase9,1
14,51286608,51287273,-,ENSMUSG00000059648,Rnase11,1
14,51293855,51294539,-,ENSMUSG00000068407,Rnase12,1
14,51303458,51308152,-,ENSMUSG00000035932,Or6s1,1
14,51342425,51343908,+,ENSMUSG00000021876,Rnase4,1
14,51338999,51339766,+,ENSMUSG00000072115,Ang,1
14,51354164,51355564,+,ENSMUSG00000072575,Eddm3b,1
14,51367305,51369944,+,ENSMUSG00000021880,Rnase6,1
14,51382155,51383202,-,ENSMUSG00000035896,Rnase1,1
14,51400089,51400775,+,ENSMUSG00000059606,Rnase2b,1
14,51432481,51433680,-,ENSMUSG00000047894,Ang2,1
14,51440846,51442095,+,ENSMUSG00000050766,Ear14,1
14,51492419,51493195,-,ENSMUSG00000047222,Rnase2a,1
14,51806762,51807739,+,ENSMUSG00000068399,Gm7247,1
14,51655153,51658478,+,ENSMUSG00000000606,Vmn2r88,1
14,51899352,51900710,+,ENSMUSG00000079244,Gm5622,1
14,51806049,51807410,-,ENSMUSG00000091142,Gm17175,1
14,51824810,51825415,-,ENSMUSG00000096024,Gm17174,1
14,51843964,51844569,-,ENSMUSG00000094715,Gm17078,1
14,51867430,51868377,-,ENSMUSG00000091296,Gm4181,1
14,51869510,51871580,-,ENSMUSG00000091296,Gm4181,2
14,51928176,51928781,-,ENSMUSG00000090740,Gm17079,1
14,51948800,51949682,-,ENSMUSG00000068506,Gm5800,1
14,52001035,52001811,-,ENSMUSG00000060615,Ang4,1
14,52063454,52064116,+,ENSMUSG00000050961,AY358078,1
14,52091623,52092400,+,ENSMUSG00000062148,Ear6,1
14,52122308,52123419,+,ENSMUSG00000004561,Mettl17,1
14,52124055,52130796,+,ENSMUSG00000004561,Mettl17,2
14,52131613,52134502,+,ENSMUSG00000072572,Slc39a2,1
14,52142428,52146143,-,ENSMUSG00000004558,Ndrg2,1
14,52147237,52149303,-,ENSMUSG00000004558,Ndrg2,2
14,52157770,52158457,+,ENSMUSG00000008813,Tppp2,1
14,52158519,52159975,-,ENSMUSG00000068392,Rnase13,1
14,52222462,52225357,+,ENSMUSG00000004562,Arhgef40,1
14,52225859,52229887,+,ENSMUSG00000004562,Arhgef40,2
14,52230852,52235987,+,ENSMUSG00000004562,Arhgef40,3
14,52236980,52238776,+,ENSMUSG00000004562,Arhgef40,4
14,52239442,52240219,+,ENSMUSG00000004562,Arhgef40,5
14,52240811,52244008,+,ENSMUSG00000004562,Arhgef40,6
14,52243234,52244904,-,ENSMUSG00000049295,Zfp219,1
14,52246223,52247419,-,ENSMUSG00000049295,Zfp219,2
14,52252309,52253025,-,ENSMUSG00000049295,Zfp219,3
14,52253990,52255179,+,ENSMUSG00000072571,Tmem253,1
14,52256374,52257551,+,ENSMUSG00000072571,Tmem253,2
14,52271119,52272930,-,ENSMUSG00000044286,Or5au1,1
14,52310534,52312836,-,ENSMUSG00000060373,Hnrnpc,1
14,52318430,52319064,-,ENSMUSG00000060373,Hnrnpc,2
14,52321026,52322148,-,ENSMUSG00000060373,Hnrnpc,3
14,52334698,52335797,-,ENSMUSG00000060373,Hnrnpc,4
14,52356353,52358643,+,ENSMUSG00000057132,Rpgrip1,1
14,52368505,52369189,+,ENSMUSG00000057132,Rpgrip1,2
14,52370943,52372619,+,ENSMUSG00000057132,Rpgrip1,3
14,52373815,52374575,+,ENSMUSG00000057132,Rpgrip1,4
14,52375896,52376659,+,ENSMUSG00000057132,Rpgrip1,5
14,52377713,52379336,+,ENSMUSG00000057132,Rpgrip1,6
14,52382190,52383640,+,ENSMUSG00000057132,Rpgrip1,7
14,52384367,52385309,+,ENSMUSG00000057132,Rpgrip1,8
14,52386373,52388470,+,ENSMUSG00000057132,Rpgrip1,9
14,52389223,52390075,+,ENSMUSG00000057132,Rpgrip1,10
14,52393310,52394102,+,ENSMUSG00000057132,Rpgrip1,11
14,52395527,52399156,+,ENSMUSG00000057132,Rpgrip1,12
14,52400400,52401303,+,ENSMUSG00000057132,Rpgrip1,13
14,52397571,52399579,-,ENSMUSG00000035726,Supt16,1
14,52435308,52440374,-,ENSMUSG00000053754,Chd8,1
14,52440882,52441936,-,ENSMUSG00000053754,Chd8,2
14,52442898,52443561,-,ENSMUSG00000053754,Chd8,3
14,52444993,52445822,-,ENSMUSG00000053754,Chd8,4
14,52449957,52451206,-,ENSMUSG00000053754,Chd8,5
14,52452114,52453097,-,ENSMUSG00000053754,Chd8,6
14,52459756,52460376,-,ENSMUSG00000053754,Chd8,7
14,52461546,52462466,-,ENSMUSG00000053754,Chd8,8
14,52474663,52475545,-,ENSMUSG00000053754,Chd8,9
14,52491552,52495480,-,ENSMUSG00000053754,Chd8,10
14,52498916,52502524,-,ENSMUSG00000022159,Rab2b,1
14,52503347,52504058,-,ENSMUSG00000022159,Rab2b,2
14,52505799,52506683,-,ENSMUSG00000022159,Rab2b,3
14,52516978,52517881,+,ENSMUSG00000016831,Tox4,1
14,52523886,52525104,+,ENSMUSG00000016831,Tox4,2
14,52528632,52534158,+,ENSMUSG00000016831,Tox4,3
14,52531998,52539111,-,ENSMUSG00000022160,Mettl3,1
14,52540778,52542881,-,ENSMUSG00000022160,Mettl3,2
14,52548329,52550478,-,ENSMUSG00000049532,Sall2,1
14,52584652,52587801,-,ENSMUSG00000095030,Or10g3b,1
14,52608489,52610808,-,ENSMUSG00000094140,Or10g3,1
14,52626951,52628528,-,ENSMUSG00000063867,Or10g1b,1
14,52646288,52648684,-,ENSMUSG00000063106,Or10g1,1
14,52687551,52690331,+,ENSMUSG00000035626,Or4e2,1
14,52695986,52701709,-,ENSMUSG00000057564,Or4e1,1
14,52725948,52728729,-,ENSMUSG00000059887,Or4e5,1
14,54472636,54473470,-,ENSMUSG00000022174,Dad1,1
14,54476818,54480494,-,ENSMUSG00000022174,Dad1,2
14,54499808,54501080,+,ENSMUSG00000040997,Abhd4,1
14,54504033,54506926,+,ENSMUSG00000040997,Abhd4,2
14,54507773,54508394,+,ENSMUSG00000040997,Abhd4,3
14,54515410,54519708,-,ENSMUSG00000048153,Or6e1,1
14,54597991,54599649,+,ENSMUSG00000000959,Oxa1l,1
14,54600439,54602252,+,ENSMUSG00000000959,Oxa1l,2
14,54604182,54604800,+,ENSMUSG00000000959,Oxa1l,3
14,54605450,54607430,+,ENSMUSG00000000959,Oxa1l,4
14,54606599,54607542,-,ENSMUSG00000000958,Slc7a7,1
14,54610999,54612074,-,ENSMUSG00000000958,Slc7a7,2
14,54616152,54616878,-,ENSMUSG00000000958,Slc7a7,3
14,54645660,54646805,-,ENSMUSG00000000958,Slc7a7,4
14,54664079,54665534,+,ENSMUSG00000010406,Mrpl52,1
14,54666739,54667513,+,ENSMUSG00000010406,Mrpl52,2
14,54668875,54671881,+,ENSMUSG00000000957,Mmp14,1
14,54672902,54673945,+,ENSMUSG00000000957,Mmp14,2
14,54677498,54679022,+,ENSMUSG00000000957,Mmp14,3
14,54681194,54683121,+,ENSMUSG00000000957,Mmp14,4
14,54702871,54703478,+,ENSMUSG00000022175,Lrp10,1
14,54704617,54705566,+,ENSMUSG00000022175,Lrp10,2
14,54706422,54709254,+,ENSMUSG00000022175,Lrp10,3
14,54714631,54715651,+,ENSMUSG00000022176,Rem2,1
14,54716184,54718188,+,ENSMUSG00000022176,Rem2,2
14,54744344,54745551,-,ENSMUSG00000023110,Prmt5,1
14,54748158,54749911,-,ENSMUSG00000023110,Prmt5,2
14,54750448,54754999,-,ENSMUSG00000023110,Prmt5,3
14,54778942,54780135,-,ENSMUSG00000022177,Haus4,1
14,54781058,54782107,-,ENSMUSG00000022177,Haus4,2
14,54782918,54783579,-,ENSMUSG00000022177,Haus4,3
14,54787050,54787793,-,ENSMUSG00000022177,Haus4,4
14,54789258,54789967,-,ENSMUSG00000022177,Haus4,5
14,54804629,54806813,-,ENSMUSG00000022178,Ajuba,1
14,54820820,54822463,-,ENSMUSG00000022179,4931414P19Rik,1
14,54851276,54851948,-,ENSMUSG00000022193,Psmb5,1
14,54861982,54867313,+,ENSMUSG00000072423,Psmb11,1
14,54868388,54870369,-,ENSMUSG00000059674,Cdh24,1
14,54879318,54884360,-,ENSMUSG00000022185,Acin1,1
14,54887942,54889615,-,ENSMUSG00000022185,Acin1,2
14,54898965,54900040,-,ENSMUSG00000022185,Acin1,3
14,54902283,54903391,-,ENSMUSG00000022185,Acin1,4
14,54910911,54913602,-,ENSMUSG00000022185,Acin1,5
14,54916271,54917109,-,ENSMUSG00000022185,Acin1,6
14,54924194,54924854,+,ENSMUSG00000040822,1700123O20Rik,1
14,54926961,54928498,+,ENSMUSG00000040822,1700123O20Rik,2
14,54929755,54930574,-,ENSMUSG00000114865,Cirop,1
14,54932203,54932903,-,ENSMUSG00000114865,Cirop,2
14,54947517,54948295,-,ENSMUSG00000052435,Cebpe,1
14,54959366,54961850,-,ENSMUSG00000022180,Slc7a8,1
14,54973792,54975422,-,ENSMUSG00000022180,Slc7a8,2
14,55057357,55057969,+,ENSMUSG00000112858,Rnf212b,1
14,55075270,55078052,+,ENSMUSG00000112858,Rnf212b,2
14,55079040,55080592,+,ENSMUSG00000112858,Rnf212b,3
14,55081992,55082618,+,ENSMUSG00000112858,Rnf212b,4
14,55085454,55087146,+,ENSMUSG00000112858,Rnf212b,5
14,55087693,55088354,+,ENSMUSG00000112858,Rnf212b,6
14,55091029,55091865,+,ENSMUSG00000112858,Rnf212b,7
14,55089893,55094449,-,ENSMUSG00000057156,Homez,1
14,55095065,55096038,-,ENSMUSG00000057156,Homez,2
14,55109826,55111069,-,ENSMUSG00000072494,Ppp1r3e,1
14,55112754,55114378,-,ENSMUSG00000072494,Ppp1r3e,2
14,55120954,55125991,+,ENSMUSG00000089682,Bcl2l2,1
14,55135214,55135894,+,ENSMUSG00000092232,Gm20521,1
14,55131618,55135926,+,ENSMUSG00000022194,Pabpn1,1
14,55143461,55147582,-,ENSMUSG00000022199,Slc22a17,1
14,55153692,55154854,-,ENSMUSG00000022203,Efs,1
14,55157163,55158732,-,ENSMUSG00000022203,Efs,2
14,55172517,55173594,+,ENSMUSG00000040770,Il25,1
14,55176190,55177031,+,ENSMUSG00000040759,Cmtm5,1
14,55179078,55179737,-,ENSMUSG00000040752,Myh6,1
14,55181126,55182310,-,ENSMUSG00000040752,Myh6,2
14,55194229,55195191,-,ENSMUSG00000040752,Myh6,3
14,55201115,55201796,-,ENSMUSG00000040752,Myh6,4
14,55202427,55203232,-,ENSMUSG00000040752,Myh6,5
14,55207841,55208549,-,ENSMUSG00000053093,Myh7,1
14,55209879,55210720,-,ENSMUSG00000053093,Myh7,2
14,55218331,55220068,-,ENSMUSG00000053093,Myh7,3
14,55229459,55230638,-,ENSMUSG00000053093,Myh7,4
14,55258551,55259910,+,ENSMUSG00000022204,Ngdn,1
14,55261166,55261894,+,ENSMUSG00000022204,Ngdn,2
14,55297419,55300360,-,ENSMUSG00000040721,Zfhx2,1
14,55303364,55305038,-,ENSMUSG00000040721,Zfhx2,2
14,55311726,55318209,-,ENSMUSG00000040721,Zfhx2,3
14,55326729,55329799,-,ENSMUSG00000040721,Zfhx2,4
14,55334665,55336743,+,ENSMUSG00000045691,Thtpa,1
14,55335732,55341605,-,ENSMUSG00000040701,Ap1g2,1
14,55342863,55343886,-,ENSMUSG00000040701,Ap1g2,2
14,55343983,55346068,-,ENSMUSG00000022208,Jph4,1
14,55346799,55347575,-,ENSMUSG00000022208,Jph4,2
14,55348459,55351935,-,ENSMUSG00000022208,Jph4,3
14,55478294,55479192,+,ENSMUSG00000022209,Dhrs2,1
14,55724250,55725475,+,ENSMUSG00000022210,Dhrs4,1
14,55726976,55728097,+,ENSMUSG00000022210,Dhrs4,2
14,55730681,55743416,+,ENSMUSG00000022211,Carmil3,1
14,55744275,55746029,+,ENSMUSG00000022211,Carmil3,2
14,55750242,55751449,+,ENSMUSG00000022212,Cpne6,1
14,55754245,55755188,+,ENSMUSG00000022212,Cpne6,2
14,55756135,55762249,-,ENSMUSG00000040632,Nrl,1
14,55777624,55783123,+,ENSMUSG00000040618,Pck2,1
14,55785462,55788999,+,ENSMUSG00000040618,Pck2,2
14,55797598,55799200,+,ENSMUSG00000022214,Dcaf11,1
14,55800049,55805157,+,ENSMUSG00000022214,Dcaf11,2
14,55806180,55807822,+,ENSMUSG00000022214,Dcaf11,3
14,55814085,55814711,+,ENSMUSG00000022215,Fitm1,1
14,55817271,55819286,+,ENSMUSG00000022216,Psme1,1
14,55818673,55819500,-,ENSMUSG00000022217,Emc9,1
14,55820531,55822512,-,ENSMUSG00000022217,Emc9,2
14,55824598,55827852,-,ENSMUSG00000079197,Psme2,1
14,55829990,55830705,+,ENSMUSG00000047098,Rnf31,1
14,55833164,55835413,+,ENSMUSG00000047098,Rnf31,2
14,55840482,55841450,+,ENSMUSG00000047098,Rnf31,3
14,55842878,55847787,+,ENSMUSG00000002325,Irf9,1
14,55861233,55863152,+,ENSMUSG00000002324,Rec8,1
14,55862557,55871951,-,ENSMUSG00000002319,Ipo4,1
14,55866233,55873975,-,ENSMUSG00000115232,Gm49378,1
14,55873122,55874369,-,ENSMUSG00000002320,Tm9sf1,1
14,55874990,55876262,-,ENSMUSG00000002320,Tm9sf1,2
14,55877253,55880712,-,ENSMUSG00000002320,Tm9sf1,3
14,55888646,55890296,+,ENSMUSG00000007591,Tssk4,1
14,55895036,55897985,-,ENSMUSG00000002329,Mdp1,1
14,55899420,55900382,-,ENSMUSG00000010376,Nedd8,1
14,55909415,55911824,+,ENSMUSG00000002326,Gmpr2,1
14,55912484,55913166,+,ENSMUSG00000002326,Gmpr2,2
14,55914085,55914791,+,ENSMUSG00000002326,Gmpr2,3
14,55915381,55916957,+,ENSMUSG00000002326,Gmpr2,4
14,55911846,55912659,-,ENSMUSG00000007589,Tinf2,1
14,55913775,55918659,-,ENSMUSG00000007589,Tinf2,2
14,55937166,55937959,-,ENSMUSG00000022218,Tgm1,1
14,55949260,55950046,-,ENSMUSG00000022218,Tgm1,2
14,55952573,55955374,-,ENSMUSG00000040472,Rabggta,1
14,55956308,55957102,-,ENSMUSG00000040472,Rabggta,2
14,55958305,55959017,-,ENSMUSG00000040472,Rabggta,3
14,55976177,55977177,-,ENSMUSG00000002332,Dhrs1,1
14,55989694,55990315,+,ENSMUSG00000019297,Nop9,1
14,55990956,55993257,+,ENSMUSG00000019297,Nop9,2
14,55991207,55993028,-,ENSMUSG00000022219,Cideb,1
14,55998593,56002895,+,ENSMUSG00000040432,Ltb4r2,1
14,56005455,56006251,+,ENSMUSG00000046908,Ltb4r1,1
14,56006214,56007044,-,ENSMUSG00000022220,Adcy4,1
14,56008573,56009292,-,ENSMUSG00000022220,Adcy4,2
14,56009846,56010543,-,ENSMUSG00000022220,Adcy4,3
14,56020688,56021467,-,ENSMUSG00000022220,Adcy4,4
14,56022152,56024917,-,ENSMUSG00000022221,Ripk3,1
14,56025432,56026219,-,ENSMUSG00000022221,Ripk3,2
14,56063315,56063989,+,ENSMUSG00000023411,Nfatc4,1
14,56065760,56068472,+,ENSMUSG00000023411,Nfatc4,2
14,56069380,56071700,+,ENSMUSG00000023411,Nfatc4,3
14,56100110,56100897,+,ENSMUSG00000075592,Nynrin,1
14,56110118,56112493,+,ENSMUSG00000075592,Nynrin,2
14,56116070,56120736,-,ENSMUSG00000040380,Cbln3,1
14,56131261,56136532,+,ENSMUSG00000047153,Khnyn,1
14,56134440,56137677,-,ENSMUSG00000022223,Sdr39u1,1
14,56178608,56179410,-,ENSMUSG00000022225,Cma1,1
14,56210983,56211788,+,ENSMUSG00000068289,Cma2,1
14,56257297,56258141,+,ENSMUSG00000022227,Mcpt1,1
14,56264021,56264652,-,ENSMUSG00000071361,Mcpt9,1
14,56281587,56282399,+,ENSMUSG00000022226,Mcpt2,1
14,56296786,56297713,-,ENSMUSG00000061068,Mcpt4,1
14,56319323,56321555,-,ENSMUSG00000022157,Mcpt8,1
14,56337038,56337907,-,ENSMUSG00000040314,Ctsg,1
14,56354783,56355482,-,ENSMUSG00000022156,Gzme,1
14,56366713,56367431,-,ENSMUSG00000059256,Gzmd,1
14,56393739,56394445,-,ENSMUSG00000040284,Gzmg,1
14,56402954,56403799,-,ENSMUSG00000015443,Gzmn,1
14,56442420,56443131,-,ENSMUSG00000015441,Gzmf,1
14,56468598,56469270,-,ENSMUSG00000079186,Gzmc,1
14,56495995,56497175,-,ENSMUSG00000015437,Gzmb,1
14,56617105,56617767,+,ENSMUSG00000022229,Atp12a,1
14,56625079,56626307,+,ENSMUSG00000022229,Atp12a,2
14,56678688,56679670,+,ENSMUSG00000000365,Rnf17,1
14,56700398,56701189,+,ENSMUSG00000000365,Rnf17,2
14,56724119,56724823,+,ENSMUSG00000000365,Rnf17,3
14,56726468,56727192,+,ENSMUSG00000000365,Rnf17,4
14,56759603,56760320,+,ENSMUSG00000000365,Rnf17,5
14,56761463,56762789,+,ENSMUSG00000000365,Rnf17,6
14,56763918,56764868,-,ENSMUSG00000064128,Cenpj,1
14,56769447,56770106,-,ENSMUSG00000064128,Cenpj,2
14,56808912,56809958,-,ENSMUSG00000064128,Cenpj,3
14,56896395,56897551,+,ENSMUSG00000054509,Parp4,1
14,56911048,56911734,+,ENSMUSG00000079184,Mphosph8,1
14,56928064,56929006,+,ENSMUSG00000079184,Mphosph8,2
14,56934288,56935187,+,ENSMUSG00000079184,Mphosph8,3
14,56957867,56963047,-,ENSMUSG00000021938,Pspc1,1
14,56985692,56986700,-,ENSMUSG00000021938,Pspc1,2
14,56995787,56996471,-,ENSMUSG00000021938,Pspc1,3
14,56998991,56999787,-,ENSMUSG00000021938,Pspc1,4
14,57001306,57001959,-,ENSMUSG00000021938,Pspc1,5
14,57027742,57032257,-,ENSMUSG00000040123,Zmym5,1
14,57033761,57036949,-,ENSMUSG00000040123,Zmym5,2
14,57140736,57141624,+,ENSMUSG00000021945,Zmym2,1
14,57179155,57179911,+,ENSMUSG00000021945,Zmym2,2
14,57185104,57185799,+,ENSMUSG00000021945,Zmym2,3
